latitude,longitude
47.3981134317558,8.54397716017739
47.3981117896574,8.54394069472614
47.3981101475591,8.5439042292749
47.3981085054607,8.54386776382365
47.3981068633624,8.54383129837241
47.3981060423132,8.54379483292116
47.3981044002149,8.54375836746991
47.3981027581166,8.54372190201867
47.3981011160182,8.54368543656742
47.3980994739199,8.54364897111618
47.3980978318216,8.54361250566493
47.3980961897232,8.54357604021368
47.3980945476249,8.54353957476244
47.3980929055265,8.54350310931119
47.3980912634282,8.54346664385995
47.398090442379,8.5434301784087
47.3980888002807,8.54339371295745
47.3980871581823,8.54335724750621
47.398085516084,8.54332078205496
47.3980838739857,8.54328431660372
47.3980822318873,8.54324785115247
47.398080589789,8.54321138570123
47.3980789476907,8.54317492024998
47.3980773055923,8.54313845479873
47.398075663494,8.54310198934749
47.3980748424448,8.54306552389624
47.3980732003465,8.54302905844499
47.3980715582481,8.54299259299375
47.3980699161498,8.5429561275425
47.3980682740515,8.54291966209126
47.3980666319531,8.54288319664001
47.3980666319531,8.54288198112497
47.3980871581823,8.54291723106117
47.3980888002807,8.54295369651242
47.398090442379,8.54299016196367
47.3980920844774,8.54302662741491
47.3980937265757,8.54306309286616
47.398095368674,8.5430995583174
47.3980961897232,8.54313602376865
47.3980978318216,8.5431724892199
47.3980994739199,8.54320895467114
47.3981011160182,8.54324542012239
47.3981027581166,8.54328188557363
47.3981044002149,8.54331835102488
47.3981060423132,8.54335481647612
47.3981076844116,8.54339128192737
47.3981093265099,8.54342774737862
47.3981109686083,8.54346421282986
47.3981126107066,8.54350067828111
47.3981142528049,8.54353714373235
47.3981150738541,8.5435736091836
47.3981167159524,8.54361007463485
47.3981183580508,8.54364654008609
47.3981200001491,8.54368300553734
47.3981216422475,8.54371947098859
47.3981232843458,8.54375593643983
47.3981249264441,8.54379240189108
47.3981265685425,8.54382886734232
47.3981282106408,8.54386533279357
47.3981298527391,8.54390179824482
47.3981314948375,8.54393826369606
47.3981323158867,8.54396500502698
47.3981512000176,8.54395284987656
47.3981495579192,8.54391638442531
47.3981479158209,8.54387991897407
47.3981462737225,8.54384345352282
47.3981446316242,8.54380698807158
47.398143810575,8.54377052262033
47.3981421684767,8.54373405716908
47.3981405263783,8.54369759171784
47.39813888428,8.54366112626659
47.3981372421817,8.54362466081534
47.3981356000833,8.5435881953641
47.398133957985,8.54355172991285
47.3981323158867,8.54351526446161
47.3981306737883,8.54347879901036
47.39812903169,8.54344233355912
47.3981282106408,8.54340586810787
47.3981265685425,8.54336940265662
47.3981249264441,8.54333293720538
47.3981232843458,8.54329647175413
47.3981216422475,8.54326000630289
47.3981200001491,8.54322354085164
47.3981183580508,8.54318707540039
47.3981167159524,8.54315060994915
47.3981150738541,8.5431141444979
47.3981142528049,8.54307767904666
